REVENUE,MOU,RECCHRGE,DIRECTAS,OVERAGE,ROAM,CHANGEM,CHANGER,DROPVCE,BLCKVCE,UNANSVCE,CUSTCARE,THREEWAY,MOUREC,OUTCALLS,INCALLS,PEAKVCE,OPEAKVCE,DROPBLK,CALLFWDV,CALLWAIT,CHURN,MONTHS,UNIQSUBS,ACTVSUBS,CSA,PHONES,MODELS,EQPDAYS,CUSTOMER,AGE1,AGE2,CHILDREN,CREDITA,CREDITAA,CREDITB,CREDITC,CREDITDE,CREDITGY,CREDITZ,CREDIT_RATING,PRIZMRUR,PRIZMUB,PRIZMTWN,Column 45,REFURB,WEBCAP,TRUCK,RV,OCCPROF,OCCCLER,OCCCRFT,OCCSTUD,OCCHMKR,OCCRET,OCCSELF,OCC,OCC_LABEL,OWNRENT,MARRYUN,MARRYYES,MARRYNO,MARRY,MARRY_LABEL,MAILORD,MAILRES,MAILFLAG,TRAVEL,PCOWN,CREDITCD,RETCALLS,RETACCPT,NEWCELLY,NEWCELLN,REFER,INCMISS,INCOME,MCYCLE,CREDITAD,SETPRCM,SETPRC,RETCALL,CALIBRAT,CHURNDEP
38.4,555,44.99,0,9.75,0,-14,-3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,1,SEATAC253,2,1,108,1030897,50,50,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,7,0,0,0,149.99,0,1,1
31.69,95,30,0,0,1.69,24,4.28,8.67,0.67,6,0,0.67,6.66,1.33,0,11,17.67,9.33,0,0,1,25,1,1,MILMIL414,1,1,738,1031011,44,42,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,1,1,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
30.5,55.25,30,0.5,0,0,-55.25,-0.5,0,0.67,3,0,0,14.54,2.67,6.33,8.67,11.67,0.67,0,0.33,1,23,2,2,DALDAL214,1,1,677,1031197,22,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1
172.63,411,31.95,0.5,78,0,-358,-186.15,12.33,3.67,10,0.33,0,37.21,33.33,0.67,117,41.33,16,0,0,1,25,1,1,DENDEN303,1,1,736,1031546,,,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
30.08,211.75,29.99,0,0.25,0,3.25,-0.09,5.33,0.67,21.33,0,0,47.17,9,0.33,83.67,31,6,0,0,1,21,1,1,HARWAT203,1,1,629,1031768,36,36,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
30.27,278.75,30,0,0,0,-65.75,-0.27,4,4,20,7,0,74.34,17.67,37,70,59,8,0,0.67,1,19,1,1,FLNJAC904,1,1,566,1032098,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1
51.73,238.75,50,1.73,0,0,85.25,-0.74,0.33,1.67,12.67,0,0,29.46,14,2,57.67,19.67,2,0,0,1,21,2,2,ATLATL678,1,1,626,1032698,30,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,1,0,0,1,1
31.23,165.75,30,2.48,0,0,47.25,2.22,2.33,6.33,22.33,0,0,24.09,3.67,0,46.67,20.67,8.67,0,0,1,19,1,1,OKCMAN785,1,1,563,1032814,30,28,0,0,1,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
40.55,330,32.49,0,14.5,0.99,80,17.2,7.33,0,47.33,0.33,0,31.2,21.33,2,119.67,68,7.33,0,0,1,20,2,2,NYCBRO917,1,1,622,1033293,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,1
16.78,240.25,27.5,0.5,2.75,0,-240.25,-16.78,1,0.67,47,5,0,0,0,0,59,43.67,1.67,0,0,1,18,1,1,MIANDA305,4,1,514,1033373,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,59.99,1,1,1
75,11,85,0,0,0,-11,0,0,0,0.33,0,0,0,0,0,0.33,0.33,0,0,0,1,22,2,2,KCYKCK913,2,2,526,1033497,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,59.99,0,1,1
67.39,488.5,69.99,1.98,16.25,0,-327.5,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,2,LAXALA562,2,2,334,1033626,52,54,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,59.99,0,1,1
59.99,0,69.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,2,CHICHI773,1,1,610,1034526,32,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,1,0,8,0,0,1,0,0,1,1
98.4,786.75,50,0.74,103.25,16.68,80.25,20.34,11.33,1.67,72.67,0,0,175.32,94.67,11,304.67,47,13,0,2.33,1,23,3,1,APCSIL301,2,1,694,1036386,44,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,149.99,0,1,1
55.6,807.5,32.49,0.99,72.5,1.7,-4.5,-17.83,8,0.67,40.67,1.33,0.33,242.56,19.33,3,154.67,54.33,8.67,0,3,1,17,2,2,HARHAR860,1,1,519,1036978,52,50,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,1,0,0,6,0,0,1,0,0,1,1
34.46,106,29.99,0,12,0,63,12.33,1.33,6.33,4.33,0,0.33,0,1.33,0,27.33,14,7.67,0,0,1,17,1,1,CHINBK847,1,1,516,1037389,38,40,1,0,0,1,0,0,0,0,3,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,1,0,0,0,6,0,0,1,0,0,1,1
50.41,211.25,49.99,0,0,0,-63.25,-0.42,5.67,0,11.33,0,0,76.17,19.33,2.33,66.67,44,5.67,0,0.33,1,23,1,1,DETDET313,1,1,684,1037436,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
68.79,649.25,50,0.74,30.25,0,79.75,-7.6,9.67,0,22.33,4,0.67,234.24,42.67,12.33,150,147.67,9.67,0,4.33,1,17,1,1,LAXBEV310,3,3,55,1037694,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149.99,0,1,1
57.73,612,48.83,1.24,52.75,1.57,357,55.49,4,0.33,45,4.67,1,97.53,42,14,130.33,49.33,4.33,0,2.33,1,19,2,2,NNYALB518,1,1,573,1037808,0,0,0,0,0,0,0,1,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,1,1
30.28,81.25,29.99,0,0,0.29,-5.25,-0.29,2,1.33,13.33,0,0,3.71,1,0,23.33,9,3.33,0,0,1,21,1,1,DALFTW817,1,1,618,1037910,68,66,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
127.47,596.33,33.33,3.3,35.33,78.57,,,17.33,0.67,47,1.67,0.33,50.44,26.33,1,57,37.33,18,0,0,1,19,1,1,MILWAU262,1,1,566,1038448,22,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1
19.99,11.5,19.99,0,0,0,-7.5,0,0.33,0.67,0,0,0,0.2,0,0,2.67,1.33,1,0,0,1,18,2,2,HWIHON808,2,2,317,1038884,58,58,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,9.99,0,1,1
30.31,26.5,30,0,0,0,-26.5,-0.31,1,0.67,2.67,0,0,0.34,5.67,0.67,14,1.67,1.67,0,0,1,16,1,1,NYCBRO917,1,1,476,1041015,54,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,0,1,1,0,0,1,0,0,0,8,0,0,1,0,0,1,1
27.65,402.25,14.75,0,38.5,0,-402.25,-22.65,13,13.67,43.67,0,1,93.42,8.33,2.67,84.67,118,26.67,0,2.33,1,18,2,2,SANMCA210,5,2,135,1041314,40,72,1,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,199.99,0,1,1
123.82,2708.75,84.99,1.73,116.75,16.72,-436.75,-41,38,7.67,232.33,5.33,2,601.41,266,164,575.33,1052.33,46.33,0,2,1,17,1,1,LAXCOV626,7,6,43,1042074,0,0,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,129.99,0,1,1
75.48,358.5,75,0.25,0,0.24,-229.5,-0.48,2.33,0.67,11.33,0,0.33,118.71,19.33,0,64.67,28,3,0,0,1,17,1,1,SFRSMO650,1,1,528,1042151,72,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,RETIRED,0,0,1,0,2,UNKNOWN,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1
23.75,38.75,10,0,13.75,0,-38.75,-13.75,1,0.33,15.33,1.67,0,4.89,0,0,16.67,4.67,1.33,0,0,1,19,3,1,LAXBEV310,2,2,417,1042405,48,38,0,0,0,1,0,0,0,0,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,29.99,0,1,1
10.41,64.75,10,0,0,0,-54.75,-0.41,4.67,0,4.67,0,0,15.52,6.67,5.67,12,13,4.67,0,0,1,15,2,2,LAXCOR909,1,1,467,1043348,0,0,0,0,0,0,0,1,0,0,5,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1
81.35,814.25,39.7,3.96,86.75,0,-307.25,-37.37,14.67,4.67,156,3,6,262.24,20.33,5,341.33,102,19.33,0,3,1,21,1,1,DETDET313,4,2,291,1043915,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,99.99,0,1,1
48.01,327,30,0.25,50,0,-85,-18.01,8.67,3.33,11,0,0.33,87.67,6.67,6,120.67,34.67,12,0,0,1,19,2,2,NYCMAN917,1,1,553,1044200,52,22,0,0,0,0,1,0,0,0,4,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,1,0,0,1,1
10,505.75,10,0,0,0,14.25,0,2,0.67,13.67,0,0,193.95,27.67,9,101,49.67,2.67,0,2.67,1,21,2,2,FLNKIS407,3,2,479,1044389,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.99,0,1,1
30.62,239.25,30,0.25,6.5,0.1,-62.25,-0.62,2.33,0.33,19.67,2,0.33,48.86,18.33,7.67,55.33,52,2.67,0,0.33,1,15,2,1,BOSBOS617,2,2,191,1044670,28,26,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,149.99,0,1,1
100.06,735.25,74.4,8.91,1.75,2.15,-86.25,-12.28,23,9.67,47.67,6.33,0,57.14,38.67,2.67,133.33,105.33,32.67,0,2,1,14,1,1,DALDTN940,2,2,66,1045191,34,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,59.99,0,1,1
63.53,130.75,79.99,0,0.25,0.2,31.25,0.1,1.67,0,26.67,0,0.33,32.57,25,5,42.67,37,1.67,0,0,1,18,2,2,NYCSUF516,2,1,133,1045502,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,149.99,0,1,1
83.03,764.25,61.98,2.48,82.75,0,-75.25,-22.85,11.67,0.67,15,0,0,235.83,38.67,12.67,134,52,12.33,0,2,1,18,1,1,NEVSDG619,3,2,175,1045514,28,0,0,0,0,0,0,1,0,0,5,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,99.99,0,1,1
55.79,228.5,29.99,0.5,63.25,0,-114.5,-25.8,1,0,16.67,0,0,78.25,2.67,0,21,27.67,1,0,0,1,20,1,1,DETTOL419,2,1,345,1045724,48,46,1,0,0,0,1,0,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,9.99,0,1,1
10.5,119.75,10,0.5,0,0,-119.75,-0.5,1,0.33,5.67,0,0,16.4,5.67,0.67,14.67,14.33,1.33,0,0,1,16,4,3,DETPON248,1,1,492,1045765,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
38.04,288.75,29.99,0,23,0,-58.75,-8.05,6.33,1.67,30.67,0.67,0.33,100.12,5,0.67,92,54.33,8,0,1.33,1,18,1,1,LAXLAX213,2,2,375,1046064,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,129.99,0,1,1
36.69,451.25,30.71,0.5,25.5,0.38,-451.25,-26.69,6.33,5.33,78.33,1.67,0,74.34,15.33,2,136.67,58.33,11.67,0,2.33,1,16,2,2,OHIAKR330,2,2,372,1046711,26,24,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,149.99,0,1,1
47.24,343.5,31.99,0,43,0.2,-2.5,4.01,2,4.33,73.33,0,0,61.19,6,3.33,167.67,68.67,6.33,0,0,1,16,1,1,MIAMIA305,3,3,345,1047397,24,0,0,0,0,0,0,0,0,1,7,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,129.99,0,1,1
10.09,190,10,0,0,0,13,-0.09,1,1,11.67,0.67,1.67,0,4,0,26.33,9,2,0,0,1,14,2,2,FLNCLR813,1,1,415,1047404,76,68,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,1,0,0,1,0,0,0,0,0,0,8,0,0,1,0,0,1,1
76.25,176,14.75,0,60,0,-24,-31.45,5.67,2,30,2.67,0,18.06,6.33,1,47.33,16.33,7.67,0,0.67,1,17,2,1,ATLCOL706,2,2,286,1048380,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,79.99,0,1,1
41.43,269.5,39.99,0.25,0,0,-13.5,-1.29,1.67,14,7,0,0.33,77.01,7.33,0.67,127.67,34,15.67,0,0,1,13,1,1,HWIHON808,1,1,402,1048789,56,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,0,1,0,0,1,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
82.67,498.5,85,0.74,0,0,-414.5,-1.42,9.67,5.33,62.33,3.33,0.67,97.78,30.67,20.33,181.33,82.67,15,0,3,1,13,1,1,NOLKEN504,1,1,401,1048891,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
51.6,472,49.99,0,0,0,-126,-1.16,14,0,17.67,3.67,0,223.77,20,9.67,80.33,54,14,0,0,1,19,1,1,NYCBRO917,3,3,158,1048965,22,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,129.99,0,1,1
51.64,269.25,44.99,0.99,49.75,0,439.75,53.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,1,NEVSDG619,1,1,563,1049743,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
30.46,46.75,29.99,0,0.5,0,-33.75,-0.47,2.33,26,3.33,0,0,14.76,3.33,0,14.33,8.67,28.33,0,0,1,13,1,1,NCRWIN336,1,1,393,1049793,28,26,1,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,1,0,2,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,1,1
10,3.5,10,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,1,19,4,2,DENGLD303,1,1,558,1050242,54,54,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
138.61,2195.5,84.99,0.99,237.5,0,-1345.5,-58.39,14.33,0.33,61.33,0,0.67,882.48,98,26,427.67,224.33,14.67,0,0,1,19,2,1,NYCBRO917,2,1,290,1050689,56,52,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,CRAFT,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,199.99,0,1,1
30.91,280.75,29.99,0.25,0,0,-68.75,-0.92,13.33,2,18.33,0,0.33,33.3,23,0.67,62.67,71.67,15.33,0,0.67,1,19,1,1,SFROAK510,1,1,554,1050812,52,50,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
98.92,506.5,48.7,0.5,156.5,1,101.5,14.12,20,4,55.67,0.33,0,76.89,52.33,16.67,57,130,24,0,0.33,1,17,1,1,FLNJAC904,1,1,491,1051004,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,1,1,0,0,3,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
42.78,310.75,49.99,0.25,7.25,0,37.25,7.37,0.33,5.67,12.67,0,1,63.61,10,8,68.67,63.67,6,0,1.67,1,17,1,1,HWIHON808,2,2,3,1051178,34,64,0,0,1,0,0,0,0,0,2,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,9.99,0,1,1
84.84,270.75,86.74,0.25,10.75,0.16,-270.75,0.15,0.67,1.33,12.67,0,0,2.61,1,1.33,25.67,22.67,2,0,0,1,17,3,3,CHICHI312,1,1,489,1051324,34,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
42.02,0,49.35,0,0,0,0,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,1,HOUHOU281,1,1,488,1051361,22,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1
18.09,95.25,10,0.25,5,0,65.75,23.9,0.33,6.33,6,0.67,0,20.13,7.33,10.33,26.33,20.67,6.67,0,0,1,12,2,2,ATLKNO423,1,1,378,1051667,24,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,PROFESSIONAL,0,1,0,0,3,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1
58.26,916,49.99,0.25,11,0,45,-2.47,7.33,7.33,20.33,3.33,0,304.1,93.67,11.33,154.33,115.33,14.67,0,2,1,14,1,1,DALFTW817,1,1,439,1051752,50,50,0,0,0,1,0,0,0,0,3,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,1,1,0,0,0,1,0,0,1,0,0,0,9,0,0,1,0,0,1,1
112.53,890.5,44.99,0,139.25,11.84,482.5,105.66,9.67,0.67,56,8.33,4,91.06,81.67,4.33,103.33,134,10.33,0,0.33,1,16,2,2,DETFLI810,1,1,484,1051822,26,28,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,1,1
64.19,1837,73.86,0,11,0.27,-130,-25.33,20,13,97,11.67,0.33,346,175.33,35.33,261.33,212,33,0,6.33,1,14,2,2,HOUHOU281,2,2,210,1051991,26,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NONE,1,0,0,1,0,UNMARRIED,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,149.99,0,1,1
37.33,167.5,29.99,0,0,7.05,-4.5,1.76,5.67,1,14.33,0,0.67,6.73,7.33,1,37,33.33,6.67,0,0.33,1,12,1,1,BOSBOS978,1,1,374,1052073,40,42,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
45.37,196.75,29.99,0.5,36,0.49,-67.75,-15.38,3.67,6.33,17.33,0,0,53.98,14.67,0,47,50.67,10,0,0,1,16,1,1,FLNDAY904,1,1,482,1052120,42,40,1,0,1,0,0,0,0,0,2,0,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,1
29.99,91.75,39.99,0,0,0,-11.75,0,1.67,0,6,0,0,5.79,12,2.67,30.67,14,1.67,0,0,1,14,2,2,NYCMAN917,1,1,428,1052930,46,48,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,1,1
49.99,20.75,69.99,0,0,0,45.25,0,2,0,2.33,0,0,0.07,1,0,1.67,3.33,2,0,0,1,14,2,2,APCSAL443,2,2,43,1053506,38,38,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,NONE,0,0,1,0,2,UNKNOWN,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,9.99,1,1,1
10,0.25,10,0,0,0,-0.25,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,1,14,4,3,AIRCOL803,1,1,421,1053788,44,32,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NONE,0,1,0,0,3,UNKNOWN,1,1,0,0,0,1,0,0,0,0,0,0,7,0,0,1,0,0,1,1
76.15,485,69.99,1.49,47.25,0,291,44.51,1.33,4.33,13.33,0,0.33,115.33,4.67,6.33,135,8,5.67,0,1,1,12,3,2,SANAUS512,2,1,343,1054118,26,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NONE,0,0,0,1,0,UNMARRIED,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,59.99,0,1,1
